NA      | 103.29.63.253    | NA                  | LK | apnic    | 2011-05-17 | NA
45048   | 93.189.79.6      | 93.189.72.0/21      | RU | ripencc  | 2008-04-24 | CCB-AS OJSC _Cellular Communications of Bashkortostan_,RU
45050   | 46.182.41.99     | 46.182.40.0/21      | FR | ripencc  | 2010-11-19 | HI-MEDIA HI-Media S.A.,FR
45055   | 109.233.200.150  | 109.233.200.0/24    | RU | ripencc  | 2009-12-29 | DONTECHSVYAZ Dontechsvyaz, private joint stock company,RU
45117   | 27.54.182.30     | 27.54.182.0/24      | IN | apnic    | 2010-03-25 | INPL-IN-AP Ishan_s Network,IN
45164   | 202.36.163.2     | 202.36.163.0/24     | NZ | apnic    |            | ALLIED-TELESYS-NZ-AS-AP Allied Telesis ASN,NZ
45170   | 202.52.0.25      | 202.52.0.0/23       | NP | apnic    |            | NREN-AS-NP Nepal Research and Education Network,NP
45170   | 202.52.1.37      | 202.52.0.0/23       | NP | apnic    |            | NREN-AS-NP Nepal Research and Education Network,NP
45177   | 120.136.2.115    | 120.136.0.0/21      | NZ | apnic    | 2008-04-07 | LAYER2CO-AS-AP Vibe Communications LTD,NZ
45177   | 14.1.59.8        | 14.1.32.0/19        | NZ | apnic    | 2010-09-13 | LAYER2CO-AS-AP Vibe Communications LTD,NZ
45192   | 203.176.189.21   | 203.176.189.0/24    | AU | apnic    | 2008-04-24 | APNIC-TRAINING-DC-AS-AP Two-byte AS number for APNIC Training Data Centre,AU
45193   | 119.252.124.15   | 119.252.124.0/24    | FM | apnic    | 2009-11-30 | AS45193 FSM Telecommunications Corporation,FM
45204   | 180.149.98.146   | 180.149.64.0/18     | MN | apnic    | 2009-08-31 | GEMNET-MN GEMNET LLC,MN
45230   | 180.222.66.11    | 180.222.66.0/24     | NZ | apnic    | 2009-10-14 | UBERGROUP-AS-NZ UberGroup Limited,NZ
45245   | 203.223.92.22    | 203.223.92.0/24     | BD | apnic    | 2008-06-25 | BANGLALINK-AS banglalink an Orascom Telecom Company, providing GSM Telecom service in Bangladesh,BD
45267   | 114.134.11.50    | 114.134.8.0/22      | NZ | apnic    | 2008-06-05 | LIGHTWIRE-AS-AP Lightwire LTD,NZ
45287   | 111.68.117.242   | 111.68.117.0/24     | ID | apnic    | 2009-06-15 | VARNION-AS-ID Varnion Technology Semesta, PT,ID
45287   | 202.56.163.50    | 202.56.163.0/24     | ID | apnic    | 2005-11-10 | VARNION-AS-ID Varnion Technology Semesta, PT,ID
45294   | 45.64.255.222    | 45.64.255.0/24      | ID | apnic    | 2014-06-18 | WANXP-AS-ID PT. Wanriau Indoxp,ID
45304   | 203.189.120.32   | 203.189.120.0/24    | ID | apnic    | 2009-01-14 | PETRA-AS-ID PetraNet, Surabaya, Indonesia,ID
45304   | 203.189.123.5    | 203.189.123.0/24    | ID | apnic    | 2009-01-14 | PETRA-AS-ID PetraNet, Surabaya, Indonesia,ID
45312   | 103.18.33.241    | 103.18.33.0/24      | ID | apnic    | 2013-03-08 | MLD-ID PT MEDIA LINTAS DATA,ID
45345   | 115.126.160.235  | 115.126.160.0/19    | NC | apnic    | 2008-08-12 | NAUTILE-NC-AS-AP Nautile,NC
45352   | 45.64.168.180    | 45.64.168.0/23      | MY | apnic    | 2014-06-17 | IPSERVERONE-AS-AP IP ServerOne Solutions Sdn Bhd,MY
45355   | 202.151.24.90    | 202.151.24.0/22     | FJ | apnic    | 2005-08-11 | DIGICELPACIFIC-1-AP Clarendon House,FJ
45475   | 203.99.134.1     | 203.99.134.0/24     | NZ | apnic    | 2008-10-15 | AMURINET-NZ Amuri Net,NZ
45494   | 202.6.102.34     | 202.6.102.0/24      | SG | apnic    |            | LAHAI-SG NREN ASN for Misc. Root Servers and Community,NP
45494   | 202.6.102.39     | 202.6.102.0/24      | SG | apnic    |            | LAHAI-SG NREN ASN for Misc. Root Servers and Community,NP
45582   | 119.235.55.234   | 119.235.55.0/24     | IN | apnic    | 2008-03-07 | VAINAVIINDUSTRIESLTD-IN VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA,IN
45595   | 182.185.158.237  | 182.185.128.0/18    | PK | apnic    | 2010-04-12 | PKTELECOM-AS-PK Pakistan Telecom Company Limited,PK
45595   | 39.41.211.120    | 39.41.192.0/18      | PK | apnic    | 2011-03-28 | PKTELECOM-AS-PK Pakistan Telecom Company Limited,PK
45595   | 39.47.75.92      | 39.47.0.0/17        | PK | apnic    | 2011-03-28 | PKTELECOM-AS-PK Pakistan Telecom Company Limited,PK
45595   | 39.53.117.191    | 39.53.0.0/16        | PK | apnic    | 2011-03-28 | PKTELECOM-AS-PK Pakistan Telecom Company Limited,PK
45600   | 202.92.149.178   | 202.92.148.0/22     | PH | apnic    | 2003-06-25 | UPM-AS-AP University of the Philippines, Manila,PH
45609   | 106.216.129.208  | 106.216.128.0/22    | IN | apnic    | 2011-03-17 | BHARTI-MOBILITY-AS-AP Bharti Airtel Ltd. AS for GPRS Service,IN
45629   | 183.88.22.219    | 183.88.0.0/16       | TH | apnic    | 2009-11-13 | JASTEL-NETWORK-TH-AP JasTel Network International Gateway,TH
45650   | 110.44.115.118   | 110.44.114.0/23     | NP | apnic    | 2009-03-11 | VIANET-NP Vianet Communications Pvt. Ltd.,NP
45650   | 110.44.116.168   | 110.44.116.0/23     | NP | apnic    | 2009-03-11 | VIANET-NP Vianet Communications Pvt. Ltd.,NP
45650   | 110.44.127.180   | 110.44.126.0/23     | NP | apnic    | 2009-03-11 | VIANET-NP Vianet Communications Pvt. Ltd.,NP
45694   | 123.108.200.158  | 123.108.200.0/21    | IN | apnic    | 2007-02-12 | VOL-AS-AP VOL Broadband,IN
45694   | 125.62.203.19    | 125.62.192.0/20     | IN | apnic    | 2007-09-10 | VOL-AS-AP VOL Broadband,IN
45697   | 203.114.225.12   | 203.114.225.0/24    | ID | apnic    | 2009-05-01 | UBAYA-AS-ID Universitas Surabaya,ID
45705   | 202.43.92.30     | 202.43.92.0/24      | ID | apnic    | 2009-05-29 | PPTIK-UGM-AS-ID PPTIK - UNIVERSITAS GADJAH MADA,ID
45725   | 180.211.88.182   | 180.211.88.0/24     | ID | apnic    | 2009-10-02 | KINGS-AS-ID Kings Network Indonesia, PT,ID
45725   | 202.150.161.244  | 202.150.161.0/24    | ID | apnic    | 2001-01-29 | KINGS-AS-ID Kings Network Indonesia, PT,ID
45758   | 183.88.22.219    | 183.88.0.0/16       | TH | apnic    | 2009-11-13 | TRIPLETNET-AS-AP TripleT Internet Internet service provider Bangkok,TH
45773   | 111.68.97.93     | 111.68.97.0/24      | PK | apnic    | 2009-06-15 | HECPERN-AS-PK PERN AS Content Servie Provider, Islamabad, Pakistan,PK
45786   | 111.67.86.122    | 111.67.86.0/24      | ID | apnic    | 2010-05-14 | HTSNET-AS-ID HTSNET - ISP,ID
45891   | 202.1.181.131    | 202.1.181.0/24      | SB | apnic    |            | SBT-AS-AP Solomon Telekom Co Ltd,SB
45903   | 101.99.44.118    | 101.99.44.0/23      | VN | apnic    | 2011-02-21 | CMCTI-AS-VN CMC Telecom Infrastructure Company,VN
45920   | 180.181.142.103  | 180.181.128.0/19    | AU | apnic    | 2010-10-18 | SKYMESH-AS-AP SkyMesh Pty Ltd,AU
45935   | 180.222.210.141  | 180.222.210.0/24    | VU | apnic    | 2009-10-16 | TELSAT-AS-AP Telsat Broadband Limited,VU
45935   | 180.222.210.214  | 180.222.210.0/24    | VU | apnic    | 2009-10-16 | TELSAT-AS-AP Telsat Broadband Limited,VU
45942   | 180.233.120.30   | 180.233.120.0/24    | IN | apnic    | 2009-10-22 | SIKKANET-AS-AP Sikka Broadband Pvt. Ltd.,IN
45957   | 180.235.104.53   | 180.235.104.0/23    | AU | apnic    | 2009-11-03 | VOXO-AS-AP Voxo Pty Ltd,AU
46019   | 175.45.185.2     | 175.45.185.0/24     | ID | apnic    | 2009-12-23 | UNIBRAW-AS-ID Universitas Brawijaya,ID
46023   | 43.252.9.250     | 43.252.8.0/23       | ID | apnic    | 2014-06-04 | QUANTUMNET-AS-ID PT Quantum Tera Network,ID
46375   | 173.228.127.252  | 173.228.112.0/20    | US | arin     | 2010-02-17 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 173.228.55.21    | 173.228.48.0/20     | US | arin     | 2010-02-17 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 173.228.7.217    | 173.228.0.0/20      | US | arin     | 2010-02-17 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 173.228.9.248    | 173.228.0.0/20      | US | arin     | 2010-02-17 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 173.228.91.16    | 173.228.80.0/20     | US | arin     | 2010-02-17 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 50.0.69.63       | 50.0.64.0/20        | US | arin     | 2010-07-06 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 50.0.94.17       | 50.0.80.0/20        | US | arin     | 2010-07-06 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 50.1.51.124      | 50.1.48.0/20        | US | arin     | 2010-07-06 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 70.36.157.232    | 70.36.128.0/19      | US | arin     | 2009-02-19 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 75.101.102.109   | 75.101.96.0/20      | US | arin     | 2008-02-06 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 75.101.46.29     | 75.101.32.0/19      | US | arin     | 2008-02-06 | AS-SONICTELECOM - Sonic Telecom LLC,US
46375   | 75.101.48.145    | 75.101.32.0/19      | US | arin     | 2008-02-06 | AS-SONICTELECOM - Sonic Telecom LLC,US
46562   | 184.170.248.25   | 184.170.248.0/24    | US | arin     | 2011-08-30 | TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C.,US
46609   | 206.125.166.212  | 206.125.164.0/22    | CA | arin     | 2008-11-18 | OPTIC - Technologie Optic.ca,CA
46650   | 206.126.244.252  | 206.126.244.0/24    | GD | arin     | 2013-12-20 | ASN1 - Columbus Communications Grenada Ltd.,GD
47116   | 37.143.73.82     | 37.143.72.0/21      | HU | ripencc  | 2012-03-01 | INTELLIHOME-AS Intellihome Tavkozlesi Szolgaltato Kft,HU
47165   | 217.25.208.2     | 217.25.208.0/20     | RU | ripencc  | 2008-05-07 | OMKC-AS Omskie kabelnye seti Ltd.,RU
47206   | 188.224.42.115   | 188.224.0.0/17      | FR | ripencc  | 2009-06-19 | RENNES-TELECOM-AS Rennes Metropole Telecom Participation,FR
47215   | 93.190.64.48     | 93.190.64.0/21      | DE | ripencc  | 2008-05-13 | FILOO-ASN filoo GmbH Autonomous System,DE
47227   | 93.190.168.37    | 93.190.168.0/21     | GB | ripencc  | 2008-05-20 | SERVOLOGY Charles Briscoe-Smith trading as Servology,GB
47232   | 78.111.112.94    | 78.111.112.0/20     | CZ | ripencc  | 2009-06-29 | GRAPESC ISP Alliance a.s.,CZ
47236   | 178.19.251.128   | 178.19.251.0/24     | RU | ripencc  | 2010-05-25 | CITYLINK-AS CityLink Ltd,RU
47237   | 194.152.36.11    | 194.152.36.0/24     | KG | ripencc  | 2008-05-15 | NURTELECOM-AS-RIPE Nurtelecom LLC,KG
47253   | 193.124.250.217  | 193.124.248.0/22    | PS | ripencc  |            | BNET-AS BCI Telecommunication Advanced Technology Company,PS
47270   | 212.41.44.21     | 212.41.32.0/20      | RU | ripencc  | 2008-05-22 | TTK-AS Digit One LLC,RU
47271   | 91.204.16.61     | 91.204.16.0/22      | RU | ripencc  | 2008-05-26 | URALUNICOM-AS CJSC Uralunicom,RU
47304   | 93.184.194.89    | 93.184.192.0/20     | DK | ripencc  | 2008-05-29 | ASNEW NEF Fonden,DK
47313   | 95.83.188.110    | 95.83.160.0/19      | RU | ripencc  | 2008-12-15 | ECOM-RZN-AS Closed Joint Stock Company TransTeleCom,RU
47313   | 95.83.190.76     | 95.83.160.0/19      | RU | ripencc  | 2008-12-15 | ECOM-RZN-AS Closed Joint Stock Company TransTeleCom,RU
47377   | 195.66.115.130   | 195.66.115.0/24     | BE | ripencc  | 2008-03-20 | MES Mobistar SA,BE
47377   | 94.104.131.98    | 94.104.0.0/13       | BE | ripencc  | 2008-06-20 | MES Mobistar SA,BE
47377   | 94.110.157.29    | 94.104.0.0/13       | BE | ripencc  | 2008-06-20 | MES Mobistar SA,BE
47377   | 94.110.157.29    | 94.104.0.0/13       | BE | ripencc  | 2008-06-20 | MES Mobistar SA,BE
47395   | 109.188.126.132  | 109.188.0.0/17      | RU | ripencc  | 2009-10-08 | SCARTEL-AS PJSC MegaFon,RU
47395   | 94.25.217.54     | 94.25.216.0/21      | RU | ripencc  | 2008-06-10 | SCARTEL-AS PJSC MegaFon,RU
47407   | 91.212.140.194   | 91.212.140.0/24     | NL | ripencc  | 2009-04-14 | NL-TECHNL TechNL,NL
47408   | 212.46.64.34     | 212.46.64.0/19      | IT | ripencc  | 2008-06-02 | MANDARIN-AS Mandarin WIMAX Sicilia SpA,IT
47438   | 31.132.97.31     | 31.132.96.0/19      | RU | ripencc  | 2011-06-16 | PSKOVLINE-AS Pskovline Ltd.,RU
47442   | 213.34.206.66    | 213.34.206.0/24     | KW | ripencc  | 2008-06-17 | MADA-AS Mada Communications CJSC,KW
47447   | 212.83.45.80     | 212.83.32.0/19      | DE | ripencc  | 2008-06-24 | TTM 23Media GmbH,DE
47451   | 195.242.169.249  | 195.242.169.0/24    | ME | ripencc  | 2008-06-20 | DOMEN D.O.O._Domen_ Drustvo za Proizvodnju,Promet i Usluge - Podgorica,ME
47524   | 176.240.90.128   | 176.240.88.0/22     | TR | ripencc  | 2011-12-02 | TURKSAT-AS Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.,TR
47524   | 46.197.3.91      | 46.197.0.0/21       | TR | ripencc  | 2010-12-20 | TURKSAT-AS Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.,TR
47524   | 94.55.113.230    | 94.55.112.0/22      | TR | ripencc  | 2008-06-19 | TURKSAT-AS Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.,TR
47526   | 212.87.161.49    | 212.87.160.0/23     | UA | ripencc  | 2008-06-18 | BELOUS-AS Private Enterprise Belous Sergey Gennadievich,UA
47527   | 46.30.120.10     | 46.30.120.0/21      | DK | ripencc  | 2010-08-27 | DLX-AS DLX ApS,DK
47537   | 46.28.43.13      | 46.28.43.0/24       | BE | ripencc  | 2010-07-19 | WEEPEE WeePee NV,BE
47544   | 46.248.161.165   | 46.248.160.0/19     | PL | ripencc  | 2010-12-21 | IQPL-AS IQ PL Sp. z o.o.,PL
47580   | 212.78.238.158   | 212.78.224.0/19     | IE | ripencc  | 2008-06-16 | HOSTING365-AS2 Sungard Availability Services (Ireland) Ltd.,IE
47589   | 37.231.116.117   | 37.231.116.0/22     | KW | ripencc  | 2012-04-12 | KTC3G Kuwait Telecommunication Company (Under Association),KW
47610   | 134.130.172.172  | 134.130.0.0/16      | DE | ripencc  |            | RWTH-AS RWTH Aachen University,DE
47610   | 137.226.113.3    | 137.226.0.0/16      | DE | ripencc  |            | RWTH-AS RWTH Aachen University,DE
47610   | 137.226.59.98    | 137.226.0.0/16      | DE | ripencc  |            | RWTH-AS RWTH Aachen University,DE
47610   | 137.226.69.186   | 137.226.0.0/16      | DE | ripencc  |            | RWTH-AS RWTH Aachen University,DE
47613   | 91.206.88.238    | 91.206.88.0/23      | KZ | ripencc  | 2008-07-01 | INFO-CENTER Info-Centre Ltd.,KZ
47623   | 93.187.165.14    | 93.187.165.0/24     | AM | ripencc  | 2008-07-22 | IIAP-ASNET-AS Institute for Informatics and Automation Problems of National Academy of Sciences of the Republic of Armenia,AM
47624   | 212.73.150.8     | 212.73.150.0/24     | BG | ripencc  | 2004-11-19 | LINKPLUS-NET Link Plus Ltd.,BG
47645   | 94.137.64.20     | 94.137.64.0/24      | RU | ripencc  | 2008-07-25 | STC-NET-AS Joint Stock Company Selena Telecom,RU
47659   | 92.39.142.234    | 92.39.136.0/21      | RU | ripencc  | 2008-02-27 | INTERTEL-AS WestCall Ltd.,RU
47678   | 94.45.69.11      | 94.45.64.0/19       | UA | ripencc  | 2009-02-09 | SUNLINE-AS _Sunline.net.ua_ LTD,UA
47678   | 94.45.88.3       | 94.45.64.0/19       | UA | ripencc  | 2009-02-09 | SUNLINE-AS _Sunline.net.ua_ LTD,UA
47680   | 88.87.179.82     | 88.87.160.0/19      | IE | ripencc  | 2006-02-24 | NHCS EOBO Ltd T/A BBnet,IE
47694   | 91.211.16.147    | 91.211.16.0/22      | UA | ripencc  | 2008-11-26 | DIDAN-AS Didan Group LTD,UA
47720   | 91.103.1.30      | 91.103.0.0/21       | IE | ripencc  | 2006-11-14 | CIX-AS CORK INTERNET EXCHANGE LIMITED,IE
47764   | 185.5.138.194    | 185.5.136.0/22      | RU | ripencc  | 2012-10-03 | MAILRU-AS Limited liability company Mail.Ru,RU
47764   | 188.93.56.38     | 188.93.56.0/21      | RU | ripencc  | 2009-05-08 | MAILRU-AS Limited liability company Mail.Ru,RU
47771   | 46.35.170.194    | 46.35.168.0/21      | BG | ripencc  | 2010-10-20 | DCTV-BG-AS Digital Cable Television ltd,BG
47794   | 94.77.252.27     | 94.77.252.0/24      | SA | ripencc  | 2008-08-19 | ATHEEB-AS Etihad Atheeb Telecom Company,SA
47800   | 91.208.116.126   | 91.208.116.0/24     | UA | ripencc  | 2008-08-08 | CITYNET-IF-AS TOV Teleradiocompany Intermedia,UA
47814   | 94.101.224.122   | 94.101.224.0/20     | LV | ripencc  | 2008-08-26 | SNLV-AS SIA Stream Networks,LV
47833   | 185.60.149.42    | 185.60.149.0/24     | FR | ripencc  | 2014-06-11 | RBSNET READY BUSINESS SYSTEM,FR
47834   | 213.129.132.83   | 213.129.128.0/21    | CZ | ripencc  | 2008-08-26 | SOFTEXNCP-AS SOFTEX NCP, s.r.o.,CZ
47834   | 213.129.159.251  | 213.129.152.0/21    | CZ | ripencc  | 2008-08-26 | SOFTEXNCP-AS SOFTEX NCP, s.r.o.,CZ
47872   | 185.44.116.9     | 185.44.116.0/24     | BG | ripencc  | 2014-01-06 | SOFIA-CONNECT-AS SOFIA CONNECT EOOD,BG
47902   | 82.193.33.243    | 82.193.32.0/20      | IT | ripencc  | 2007-05-11 | ISP-INASSET-AS InAsset S.r.l.,IT
47913   | 81.25.29.202     | 81.25.24.0/21       | CZ | ripencc  | 2006-02-27 | CERBEROSLB Cerberos s.r.o.,CZ
47914   | 109.206.131.169  | 109.206.128.0/19    | RU | ripencc  | 2010-01-21 | CDMS OOO Creative Direct Marketing Solutions,RU
47927   | 46.28.123.40     | 46.28.120.0/21      | IT | ripencc  | 2010-07-22 | WIFIWEB Wifiweb s.r.l.,IT
47956   | 31.210.187.130   | 31.210.184.0/21     | IL | ripencc  | 2011-05-04 | XFONE XFone 018 Ltd,IL
47956   | 37.46.38.153     | 37.46.32.0/21       | IL | ripencc  | 2012-01-11 | XFONE XFone 018 Ltd,IL
47956   | 5.102.206.122    | 5.102.192.0/19      | IL | ripencc  | 2012-06-27 | XFONE XFone 018 Ltd,IL
47956   | 91.205.155.161   | 91.205.152.0/22     | IL | ripencc  | 2008-09-15 | XFONE XFone 018 Ltd,IL
47956   | 94.230.86.145    | 94.230.80.0/21      | IL | ripencc  | 2008-12-03 | XFONE XFone 018 Ltd,IL
47959   | 178.20.17.215    | 178.20.16.0/21      | SI | ripencc  | 2010-02-16 | TELINEA Telinea d.o.o.,SI
47975   | 94.228.16.7      | 94.228.16.0/20      | AM | ripencc  | 2008-09-23 | KT-AS Pimox LLC,AM
47998   | 94.228.79.61     | 94.228.64.0/20      | GB | ripencc  | 2008-10-06 | MSP Oscar Music & Media Ltd.,GB
48039   | 94.103.175.30    | 94.103.160.0/20     | DE | ripencc  | 2008-09-15 | KGT-AS GHOSTnet GmbH,DE
48072   | 46.22.91.33      | 46.22.91.0/24       | FR | ripencc  | 2010-11-25 | ALSATIS-AS alsatis wisp network AS,FR
48112   | 91.207.120.234   | 91.207.120.0/23     | RO | ripencc  | 2008-10-14 | XINDI-AS XINDI Systems SRL,RO
48121   | 91.222.196.1     | 91.222.196.0/24     | IR | ripencc  | 2011-01-10 | CRSIIS-ISFAHANIDC Computer research center of islamic seminary of Isfahan,IR
48137   | 94.126.48.252    | 94.126.48.0/24      | BE | ripencc  | 2008-09-16 | PI-GROUP PI-GROUP BVBA,BE
48139   | 94.127.225.195   | 94.127.224.0/21     | DE | ripencc  | 2008-10-16 | BOYENS Boyens Medienholding GmbH & Co. KG,DE
48142   | 31.186.36.192    | 31.186.36.0/23      | IE | ripencc  | 2011-03-23 | PERMANETAS Permanet Ltd,IE
48155   | 91.210.88.78     | 91.210.88.0/22      | BG | ripencc  | 2008-10-21 | RU-NET-AS University of Ruse _Angel Kanchev_,BG
48159   | 2.184.212.0      | 2.184.192.0/18      | IR | ripencc  | 2010-10-18 | TIC-AS Telecommunication Infrastructure Company,IR
48159   | 78.38.14.138     | 78.38.8.0/21        | IR | ripencc  | 2007-03-19 | TIC-AS Telecommunication Infrastructure Company,IR
48161   | 46.214.145.3     | 46.214.144.0/21     | RO | ripencc  | 2010-12-21 | NG-AS SC NextGen Communications SRL,RO
48161   | 94.53.12.34      | 94.53.0.0/18        | RO | ripencc  | 2008-06-17 | NG-AS SC NextGen Communications SRL,RO
48161   | 94.53.82.108     | 94.53.80.0/21       | RO | ripencc  | 2008-06-17 | NG-AS SC NextGen Communications SRL,RO
48166   | 91.210.84.39     | 91.210.84.0/22      | RU | ripencc  | 2008-10-20 | FORTEX-AS FORTEX CJSC,RU
48166   | 91.210.84.39     | 91.210.84.0/22      | RU | ripencc  | 2008-10-20 | FORTEX-AS FORTEX CJSC,RU
48173   | 46.231.177.254   | 46.231.176.0/21     | DE | ripencc  | 2011-02-07 | UNBELIEVABLE-AS The unbelievable Machine Company GmbH,DE
48173   | 79.174.136.250   | 79.174.136.0/21     | DE | ripencc  | 2012-08-08 | UNBELIEVABLE-AS The unbelievable Machine Company GmbH,DE
48197   | 94.127.157.225   | 94.127.157.0/24     | RU | ripencc  | 2008-10-14 | UNISTREAM-AS UNISTREAM COMMERCIAL BANK (JSC),RU
48200   | 194.62.23.140    | 194.62.23.0/24      | DE | ripencc  | 2009-01-08 | OPTEAMAX-AS Opteamax GmbH,DE
48200   | 194.62.23.6      | 194.62.23.0/24      | DE | ripencc  | 2009-01-08 | OPTEAMAX-AS Opteamax GmbH,DE
48200   | 84.39.109.230    | 84.39.96.0/20       | DE | ripencc  | 2012-08-31 | OPTEAMAX-AS Opteamax GmbH,DE
48204   | 46.23.228.140    | 46.23.228.0/24      | GB | ripencc  | 2012-08-08 | TSONE TSOne Ltd,GB
48218   | 77.72.182.159    | 77.72.176.0/21      | CH | ripencc  | 2007-02-19 | HIHO HiHo GmbH, Switzerland,CH
48220   | 217.198.77.147   | 217.198.72.0/21     | SE | ripencc  | 2008-09-09 | FE-AS Fouredge AB,SE
48239   | 212.90.61.108    | 212.90.32.0/19      | UA | ripencc  | 2010-11-09 | IT-TV-AS Scientific-Production Enterprise Information Technologies Ltd,UA
48274   | 81.12.120.1      | 81.12.120.0/23      | IR | ripencc  | 2002-05-27 | HAMANNET-AS Etelaresani Khadamat Hamannet,IR
48284   | 5.199.178.253    | 5.199.176.0/21      | DE | ripencc  | 2012-08-28 | TELENET-AS SWU TeleNet GmbH,DE
48284   | 94.125.79.197    | 94.125.72.0/21      | DE | ripencc  | 2008-08-25 | TELENET-AS SWU TeleNet GmbH,DE
48293   | 94.228.193.9     | 94.228.192.0/20     | RU | ripencc  | 2008-11-05 | UNIONTEL-RU-AS Uniontel ZAO,RU
48294   | 91.194.47.2      | 91.194.46.0/23      | GB | ripencc  | 2007-05-29 | CC-AS Spectrum Internet Ltd,GB
48294   | 94.126.208.18    | 94.126.208.0/21     | GB | ripencc  | 2008-10-01 | CC-AS Spectrum Internet Ltd,GB
48299   | 31.25.144.4      | 31.25.144.0/21      | FI | ripencc  | 2011-03-07 | DIGITA Digita Networks Oy,FI
48299   | 31.25.144.4      | 31.25.144.0/21      | FI | ripencc  | 2011-03-07 | DIGITA Digita Networks Oy,FI
48299   | 31.25.144.4      | 31.25.144.0/21      | FI | ripencc  | 2011-03-07 | DIGITA Digita Networks Oy,FI
48299   | 31.25.144.4      | 31.25.144.0/21      | FI | ripencc  | 2011-03-07 | DIGITA Digita Networks Oy,FI
48305   | 185.86.186.24    | 185.86.184.0/22     | GB | ripencc  | 2015-02-04 | XPNTI-EU Expertos en TI, SL,GB
48344   | 91.207.16.58     | 91.207.16.0/24      | DE | ripencc  | 2008-09-15 | NETZWERK68A Sven Wefels,DE
48352   | 93.170.184.1     | 93.170.184.0/23     | CZ | ripencc  | 2008-03-20 | INFOLAN Home Network Ltd,BY
48361   | 91.209.127.253   | 91.209.127.0/24     | RU | ripencc  | 2008-11-18 | GLOBATEL Global Telecommunications Ltd.,RU
48362   | 94.199.170.205   | 94.199.168.0/21     | AT | ripencc  | 2008-11-17 | TKSWF-AS Stadtwerke Feldkirch,AT
48364   | 94.199.192.180   | 94.199.192.0/23     | CZ | ripencc  | 2008-11-18 | ACVYSKOV-AS Radim Pytela - AC Vyskov,CZ
48403   | 94.199.59.50     | 94.199.58.0/23      | FI | ripencc  | 2008-11-07 | NEUTECH-AS K&T Neutech Oy,FI
48417   | 94.247.32.16     | 94.247.32.0/21      | CZ | ripencc  | 2008-11-25 | ITS-CZ ITS akciova spolecnost AS,CZ
48424   | 188.95.26.174    | 188.95.26.0/24      | PL | ripencc  | 2009-06-19 | GLOBITEL-AS GLOBITEL Sp. z o.o.,PL
48434   | 130.185.75.62    | 130.185.74.0/23     | IR | ripencc  | 2011-10-24 | TEBYAN Tebyan-e-Noor Cultural-Artistic Institute,IR
48438   | 91.210.251.214   | 91.210.250.0/23     | UA | ripencc  | 2008-11-21 | CORBINA-AS Corbina Telecom LLC,UA
48441   | 94.247.57.5      | 94.247.56.0/21      | RU | ripencc  | 2008-11-25 | MAGLAN-AS Society with limited liability MagLAN,RU
48450   | 94.247.64.101    | 94.247.64.0/22      | KZ | ripencc  | 2008-11-25 | BOLTD-AS Buzachi Operating Ltd.,KZ
48452   | 94.26.46.34      | 94.26.0.0/17        | BG | ripencc  | 2008-06-11 | TRAFFIC-NET _Traffic Broadband Communications_ Ltd.,BG
48478   | 91.222.208.11    | 91.222.208.0/22     | RU | ripencc  | 2011-01-11 | VIPTELECOM-AS VIPINET LLC,RU
48493   | 195.162.20.122   | 195.162.20.0/23     | GB | ripencc  | 2008-12-03 | TFMNET-AS TFM NETWORKS LIMITED,GB
48524   | 37.1.132.20      | 37.1.128.0/21       | RU | ripencc  | 2011-12-12 | INTERRA-AS INTERRA telecommunications group, Ltd.,RU
48524   | 37.1.134.144     | 37.1.128.0/21       | RU | ripencc  | 2011-12-12 | INTERRA-AS INTERRA telecommunications group, Ltd.,RU
48526   | 94.252.58.215    | 94.252.56.0/21      | LU | ripencc  | 2008-09-30 | ASN-TANGO Tango S.A.,LU
48574   | 217.30.74.180    | 217.30.64.0/20      | CZ | ripencc  | 2008-12-10 | AS_PLANET_A Planet A, a.s.,CZ
48592   | 185.39.180.22    | 185.39.180.0/24     | IR | ripencc  | 2013-11-04 | DORNA-AS Shabakeh Gostar Dorna Cooperative Co.,IR
48592   | 185.39.180.26    | 185.39.180.0/24     | IR | ripencc  | 2013-11-04 | DORNA-AS Shabakeh Gostar Dorna Cooperative Co.,IR
48592   | 185.39.180.82    | 185.39.180.0/24     | IR | ripencc  | 2013-11-04 | DORNA-AS Shabakeh Gostar Dorna Cooperative Co.,IR
